CATEGORY,NAME,Lat,Long
Leisure,Pier,-123.480,48.576
Leisure,Pier,-123.480,48.482
Leisure,Pier,-123.480,48.680
Leisure,Pier,-123.480,48.575
Leisure,Pier,-123.480,48.680
Leisure,Pier,-123.479,48.575
Leisure,Pier,-123.479,48.599
Leisure,Park:Lincoln Park,-123.479,48.116
Leisure,Pier,-123.479,48.601
Leisure,Pier,-123.478,48.599
Leisure,Pier,-123.478,48.635
Leisure,Pier,-123.478,48.599
Leisure,Pier,-123.477,48.599
Leisure,Pier,-123.476,48.599
Leisure,Pier,-123.475,48.615
Leisure,Pier,-123.475,48.629
Leisure,Pier,-123.474,48.573
Leisure,Pier,-123.473,48.819
Leisure,Pier,-123.473,48.667
Leisure,Attraction:Hatley Castle,-123.473,48.434
Leisure,Pier,-123.472,48.629
Leisure,Pier,-123.471,48.818
Leisure,Pier,-123.471,48.569
Leisure,Pier,-123.471,48.568
Leisure,Pier,-123.470,48.630
Leisure,Pier,-123.470,48.852
Leisure,Pier,-123.470,48.834
Leisure,Pier,-123.470,48.818
Leisure,Pier,-123.469,48.815
Leisure,Pier,-123.469,48.561
Leisure,Pier,-123.469,48.465
Leisure,Pier,-123.468,48.572
Leisure,Pier,-123.468,48.813
Leisure,Pier,-123.468,48.817
Leisure,Pier,-123.467,48.813
Leisure,Park:Elk Creek Campground,-123.467,45.609
Leisure,Pier,-123.467,48.817
Leisure,Pier,-123.467,48.850
Leisure,Pier,-123.466,48.576
Leisure,Pier,-123.466,48.575
Leisure,Pier,-123.466,48.814
Leisure,Pier,-123.466,48.816
Leisure,Pier,-123.466,48.575
Leisure,Pier,-123.465,48.575
Leisure,Park:Schafer State Park,-123.465,47.096
Leisure,Pier,-123.465,48.814
Leisure,Pier,-123.464,48.815
Leisure,Pier,-123.464,48.813
Leisure,Pier,-123.464,48.813
Leisure,Mooring line,-123.464,48.573
Leisure,Mooring line,-123.464,48.572
Leisure,Pier,-123.463,48.813
Leisure,Pier,-123.463,48.815
Leisure,Pier,-123.463,48.813
Leisure,Pier,-123.462,48.842
Leisure,Playground,-123.462,48.436
Leisure,Pier,-123.462,48.813
Leisure,Pier,-123.461,48.813
Leisure,Playground,-123.461,48.434
Leisure,Pier,-123.460,48.830
Leisure,Pier,-123.460,48.812
Leisure,Park:Skamokawa Vista Park,-123.460,46.270
Leisure,Pier,-123.460,48.812
Leisure,Pier,-123.459,48.812
Leisure,Nature reserve:Fort Rodd Hill National Historic Site,-123.458,48.434
Leisure,Picnic spot:Rotary Picnic Shelter,-123.457,48.446
Leisure,Pier,-123.455,48.771
Leisure,Mooring line,-123.452,48.770
Leisure,Pier,-123.451,48.771
Leisure,Pier,-123.451,48.453
Leisure,Pier,-123.451,48.443
Leisure,Pier,-123.451,48.497
Leisure,Pier,-123.450,48.769
Leisure,Pier,-123.450,48.456
Leisure,Pier,-123.449,48.455
Leisure,Pier,-123.449,48.455
Leisure,Pier,-123.449,48.497
Leisure,Pier,-123.449,48.903
Leisure,Pier,-123.449,48.454
Leisure,Pier,-123.449,48.454
Leisure,Pier,-123.448,48.433
Leisure,Pier,-123.448,48.512
Leisure,Pier,-123.448,48.512
Leisure,Pier,-123.448,48.512
Leisure,Attraction:Fisgard Lighthouse,-123.448,48.430
Leisure,Picnic spot,-123.447,48.851
Leisure,Pier,-123.447,48.438
Leisure,Pier,-123.447,48.515
Leisure,Pier,-123.446,48.516
Leisure,Pier,-123.443,48.516
Leisure,Park:Lyda Camp OHV Staging Area,-123.443,45.587
Leisure,Pier,-123.442,48.516
Leisure,Pier,-123.442,48.850
Leisure,Pier,-123.442,48.516
Leisure,Pier,-123.442,48.516
Leisure,Pier,-123.442,48.517
Leisure,Pier,-123.442,48.783
Leisure,Pier,-123.441,48.849
Leisure,Pier,-123.441,48.519
Leisure,Pier,-123.441,48.520
Leisure,Pier,-123.440,48.849
Leisure,Pier,-123.440,48.520
Leisure,Pier,-123.439,48.849
Leisure,Pier,-123.439,48.519
Leisure,Pier,-123.439,48.519
Leisure,Pier,-123.438,48.519
Leisure,Pier,-123.438,48.519
Leisure,Pier,-123.438,48.519
Leisure,Pier,-123.437,48.515
Leisure,Park:Bradley State Park,-123.437,46.171
Leisure,Pier,-123.435,48.517
Leisure,Pier,-123.435,48.447
Leisure,Pier,-123.434,48.517
Leisure,Pier,-123.434,48.517
Leisure,Pier,-123.434,48.851
Leisure,Pier,-123.433,48.846
Leisure,Pier,-123.432,48.846
Leisure,Park:Ediz Hook Reservation for Native Birds,-123.432,48.142
Leisure,Pier,-123.432,48.845
Leisure,Pier,-123.431,48.696
Leisure,Attraction:Salt Spring Island Cheese,-123.431,48.780
Leisure,Pier,-123.431,48.895
Leisure,Pier,-123.429,48.844
Leisure,Pier,-123.428,48.783
Leisure,Pier,-123.428,48.846
Leisure,Pier,-123.427,48.458
Leisure,Pier,-123.427,48.812
Leisure,Pier,-123.426,48.842
Leisure,Pier,-123.426,48.454
Leisure,Pier,-123.426,48.811
Leisure,Picnic spot,-123.425,48.099
Leisure,Pier,-123.425,48.705
Leisure,Pier,-123.425,48.436
Leisure,Pier,-123.424,48.707
Leisure,Pier,-123.424,48.436
Leisure,Pier,-123.423,48.459
Leisure,Pier,-123.423,48.785
Leisure,Pier,-123.423,48.702
Leisure,Pier,-123.422,48.708
Leisure,Pier,-123.422,48.701
Leisure,Pier,-123.422,48.456
Leisure,Pier,-123.422,48.784
Leisure,Pier,-123.421,48.701
Leisure,Pier,-123.421,48.784
Leisure,Pier,-123.420,48.783
Leisure,Pier,-123.420,48.710
Leisure,Pier,-123.420,48.700
Leisure,Pier,-123.419,48.700
Leisure,Pier,-123.419,48.700
Leisure,Picnic spot,-123.418,48.422
Leisure,Pier,-123.418,48.457
Leisure,Pier,-123.417,48.457
Leisure,Picnic spot,-123.416,48.617
Leisure,Pier,-123.416,48.710
Leisure,Pier,-123.415,48.700
Leisure,Pier,-123.415,48.670
Leisure,Pier,-123.414,48.700
Leisure,Pier,-123.414,48.461
Leisure,Park:Columbian White-Tailed Deer National Wildlife Refuge,-123.414,46.247
Leisure,Park:Stagecoach Horsecamp,-123.413,45.599
Leisure,Pier,-123.413,48.701
Leisure,Pier,-123.413,48.679
Leisure,Pier,-123.413,48.678
Leisure,Pier,-123.413,48.678
Leisure,Pier,-123.412,48.677
Leisure,Pier,-123.412,48.701
Leisure,Pier,-123.412,48.421
Leisure,Park:Ladysmith Park,-123.412,47.008
Leisure,Pier,-123.411,48.701
Leisure,Picnic spot,-123.411,48.419
Leisure,Pier,-123.411,48.701
Leisure,Park:Murry Park,-123.410,47.008
Leisure,Pier,-123.410,48.748
Leisure,Picnic spot,-123.410,48.533
Leisure,Picnic spot,-123.410,48.536
Leisure,Pier,-123.409,48.532
Leisure,Pier,-123.408,48.448
Leisure,Pier,-123.408,48.704
Leisure,Pier,-123.408,48.702
Leisure,Pier,-123.408,48.448
Leisure,Pier,-123.408,48.688
Leisure,Picnic spot,-123.408,48.539
Leisure,Pier,-123.408,48.704
Leisure,Picnic spot,-123.407,48.539
Leisure,Park:Cuthbert Holmes Park,-123.406,48.459
Leisure,Theater:Merry Winspear,-123.406,48.648
Leisure,Picnic spot,-123.404,48.899
Leisure,Pier,-123.404,48.681
Leisure,Nature reserve:Montague Harbour Marine Park,-123.403,48.901
Leisure,Nature reserve:Beaver Point Park,-123.403,48.770
Leisure,Pier,-123.403,48.688
Leisure,Pier,-123.402,48.834
Leisure,Pier,-123.402,48.680
Leisure,Pier,-123.400,48.534
Leisure,Pier,-123.400,48.679
Leisure,Pier,-123.400,48.697
Leisure,Pier,-123.400,48.447
Leisure,Pier,-123.399,48.758
Leisure,Pier,-123.399,48.534
Leisure,Pier,-123.399,48.444
Leisure,Pier,-123.398,48.443
Leisure,Pier,-123.398,48.660
Leisure,Theater:Silver City,-123.398,48.455
Leisure,Cinema:Sidney's Star Cinema,-123.398,48.650
Leisure,Mooring line:West Bay Village Marina,-123.398,48.427
Leisure,Pier,-123.397,48.876
Leisure,Pier,-123.396,48.825
Leisure,Pier,-123.396,48.825
Leisure,Pier,-123.396,48.825
Leisure,Pier,-123.396,48.894
Leisure,Pier,-123.395,48.825
Leisure,Park:Colquitz River Park,-123.395,48.457
Leisure,Picnic spot,-123.395,48.461
Leisure,Pier,-123.395,48.825
Leisure,Pier,-123.395,48.894
Leisure,Attraction:Shaw Ocean Discovery Centre,-123.395,48.650
Leisure,Picnic spot,-123.395,48.459
Leisure,Pier,-123.395,48.824
Leisure,Pier,-123.394,48.824
Leisure,Pier,-123.394,48.894
Leisure,Pier,-123.394,48.894
Leisure,Attraction:Beacon Park Pavilion,-123.394,48.649
Leisure,Mooring line,-123.394,48.650
Leisure,Pier,-123.393,48.894
Leisure,Pier,-123.393,48.824
Leisure,Pier,-123.392,48.823
Leisure,Mooring line,-123.392,48.650
Leisure,Pier,-123.392,48.872
Leisure,Pier,-123.392,48.822
Leisure,Pier,-123.392,48.823
Leisure,Pier,-123.392,48.442
Leisure,Playground,-123.392,48.535
Leisure,Pier,-123.391,48.872
Leisure,Pier,-123.391,48.823
Leisure,Pier,-123.390,48.892
Leisure,Picnic spot,-123.390,48.535
Leisure,Picnic spot,-123.390,48.534
Leisure,Pier,-123.389,48.526
Leisure,Pier,-123.389,48.892
Leisure,Pier,-123.389,48.526
Leisure,Pier,-123.388,48.888
Leisure,Picnic spot,-123.388,48.526
Leisure,Pier,-123.387,48.415
Leisure,Pier,-123.386,48.424
Leisure,Attraction:Big Bus Tour - Stop #4 Spinnakers Brew Pub,-123.384,48.429
Leisure,Pier,-123.383,48.820
Leisure,Playground:Skate Park,-123.382,48.431
Leisure,Beach:Westport Beach,-123.379,46.144
Leisure,Playground:Rainbow Park,-123.377,48.467
Leisure,Park:Cathlamet City Park,-123.377,46.198
Leisure,Pier,-123.375,48.431
Leisure,Park:Rogers Forest Park,-123.375,45.623
Leisure,Attraction:Big Bus Tour - Stop #3 Ocean Point Resort,-123.375,48.427
Leisure,Picnic spot,-123.374,48.588
Leisure,Park:Westport Boat Ramp,-123.374,46.137
Leisure,Attraction:Swan Lake Nature House,-123.374,48.465
Leisure,Pier,-123.372,48.433
Leisure,Attraction:Tally Ho Carrage Tours,-123.371,48.421
Leisure,Attraction:Undersea Gardens,-123.371,48.421
Leisure,Fountain,-123.370,48.420
Leisure,Attraction:Big Bus Tour - Stop #2 Market Square,-123.369,48.429
Leisure,Picnic spot,-123.369,48.517
Leisure,Attraction:Trial Island light,-123.369,48.426
Leisure,Picnic spot,-123.369,48.517
Leisure,Fountain:Market Square's Main Gate Fountain,-123.368,48.428
Leisure,Attraction:The Netherlands Centennial Carillon,-123.368,48.420
Leisure,Garden,-123.368,48.421
Leisure,Attraction:IMAX Theatre,-123.368,48.420
Leisure,Picnic spot,-123.367,48.420
Leisure,Theater:McPherson Playhouse,-123.367,48.429
Leisure,Attraction:Miniture World,-123.366,48.422
Leisure,Playground,-123.366,48.517
Leisure,Attraction:Big Bus Tour - Stop #7 Bus Depot,-123.366,48.421
Leisure,Picnic spot,-123.366,48.516
Leisure,Fountain,-123.366,48.429
Leisure,Attraction:Beacon Hill Children's Farm,-123.364,48.412
Leisure,Attraction:St. Ann's Academy,-123.364,48.419
Leisure,Attraction:Big Bus Tour - Stop #6 Royal Theatre,-123.363,48.422
Leisure,Playground,-123.363,48.414
Leisure,Cinema:Odeon Theatre,-123.363,48.426
Leisure,Picnic spot,-123.363,48.416
Leisure,Attraction:Big Bus Tour - Stop #5 St. Andrews Cathedral,-123.362,48.425
Leisure,Theater:Royal Theatre,-123.362,48.423
Leisure,Cinema:Empire Theatre's Capitol Six,-123.362,48.426
Leisure,Garden,-123.360,48.437
Leisure,Playground,-123.360,48.437
Leisure,Playground,-123.359,48.437
Leisure,Cinema:Roxy Classic Theatre,-123.359,48.439
Leisure,Park:Gales Creek Campground,-123.358,45.643
Leisure,Playground,-123.358,48.412
Leisure,Playground,-123.357,48.462
Leisure,Pier,-123.355,48.596
Leisure,Playground,-123.352,48.437
Leisure,Theater:Langham Court Theatre,-123.350,48.420
Leisure,Park:Browns Camp OHV Staging Area,-123.349,45.611
Leisure,Playground,-123.348,48.416
Leisure,Playground,-123.347,48.415
Leisure,Playground,-123.345,48.414
Leisure,Theater:Belfry Theatre,-123.345,48.430
Leisure,Playground,-123.345,48.414
Leisure,Pier,-123.344,48.904
Leisure,Attraction:Craigdarroch Castle,-123.344,48.423
Leisure,Pier,-123.340,48.892
Leisure,Pier,-123.339,48.891
Leisure,Pier,-123.338,48.892
Leisure,Pier,-123.337,48.890
Leisure,Pier,-123.336,48.893
Leisure,Picnic spot,-123.336,48.497
Leisure,Playground,-123.335,48.414
Leisure,Picnic spot,-123.335,48.497
Leisure,Picnic spot,-123.334,48.497
Leisure,Picnic spot,-123.334,48.497
Leisure,Park:Reehers Camp,-123.333,45.707
Leisure,Pier,-123.332,48.889
Leisure,Pier,-123.332,48.888
Leisure,Pier,-123.331,48.887
Leisure,Pier,-123.330,48.842
Leisure,Pier,-123.330,48.635
Leisure,Playground,-123.330,48.416
Leisure,Pier,-123.330,48.886
Leisure,Pier,-123.329,48.885
Leisure,Pier,-123.329,48.724
Leisure,Pier,-123.329,48.885
Leisure,Pier,-123.328,48.885
Leisure,Pier,-123.328,48.884
Leisure,Pier,-123.328,48.839
Leisure,Pier,-123.328,48.842
Leisure,Pier,-123.327,48.842
Leisure,Pier,-123.326,48.892
Leisure,Pier,-123.326,48.675
Leisure,Pier,-123.326,48.884
Leisure,Pier,-123.326,48.882
Leisure,Pier,-123.326,48.838
Leisure,Pier,-123.326,48.886
Leisure,Pier,-123.325,48.842
Leisure,Playground,-123.324,48.441
Leisure,Picnic spot,-123.324,48.844
Leisure,Pier,-123.324,48.880
Leisure,Picnic spot,-123.324,48.458
Leisure,Pier,-123.324,48.881
Leisure,Picnic spot,-123.324,48.458
Leisure,Picnic spot,-123.323,48.458
Leisure,Pier,-123.323,48.889
Leisure,Picnic spot:Brown Creek Campground,-123.323,47.412
Leisure,Pier,-123.322,48.889
Leisure,Pier,-123.322,48.889
Leisure,Pier,-123.322,48.680
Leisure,Pier,-123.322,48.888
Leisure,Pier,-123.321,48.888
Leisure,Pier,-123.319,48.887
Leisure,Park:Sierra Park,-123.317,48.482
Leisure,Pier,-123.317,48.774
Leisure,Pier,-123.317,48.883
Leisure,Recreation ground,-123.316,48.414
Leisure,Pier,-123.315,48.888
Leisure,Pier,-123.313,48.666
Leisure,Attraction:Camp Govey,-123.312,47.338
Leisure,Nature reserve:Bellhouse Park,-123.311,48.872
Leisure,Mooring line,-123.311,48.798
Leisure,Beach:Jones Beach,-123.310,46.139
Leisure,Playground,-123.309,48.421
Leisure,Pier,-123.308,48.794
Leisure,Pier,-123.308,48.780
Leisure,Pier,-123.308,48.829
Leisure,Attraction:Rose Garden,-123.305,48.423
Leisure,Pier,-123.303,48.773
Leisure,Pier,-123.303,48.772
Leisure,Pier,-123.303,48.828
Leisure,Pier,-123.303,48.772
Leisure,Picnic spot,-123.303,48.479
Leisure,Pier,-123.303,48.773
Leisure,Pier,-123.301,48.774
Leisure,Pier,-123.301,48.774
Leisure,Pier,-123.300,48.771
Leisure,Pier,-123.300,48.774
Leisure,Pier,-123.300,48.771
Leisure,Picnic spot,-123.299,48.851
Leisure,Pier,-123.298,48.616
Leisure,Pier,-123.298,48.420
Leisure,Pier,-123.286,48.762
Leisure,Pier,-123.283,48.761
Leisure,Pier,-123.283,48.761
Leisure,Pier,-123.283,48.824
Leisure,Pier,-123.282,48.760
Leisure,Pier,-123.281,48.760
Leisure,Pier,-123.279,48.759
Leisure,Beach,-123.278,48.450
Leisure,Nature reserve:Prior Centennial Park,-123.276,48.766
Leisure,Park:Phyllis Park,-123.275,48.460
Leisure,Pier,-123.274,48.776
Leisure,Pier,-123.273,48.778
Leisure,Pier,-123.271,48.778
Leisure,Pier,-123.265,48.855
Leisure,Pier,-123.265,48.762
Leisure,Pier,-123.262,48.854
Leisure,Pier,-123.261,48.768
Leisure,Pier,-123.261,48.774
Leisure,Pier,-123.259,48.773
Leisure,Pier,-123.256,48.852
Leisure,Pier,-123.256,48.772
Leisure,Pier,-123.255,48.772
Leisure,Pier,-123.254,48.772
Leisure,Pier,-123.251,48.751
Leisure,Pier,-123.247,48.837
Leisure,Nature reserve:Beaumont Marine Park,-123.246,48.757
Leisure,Pier,-123.239,48.743
Leisure,Nature reserve:Discovery Island Marine Park,-123.238,48.423
Leisure,Park:Airport City Park,-123.236,45.845
Leisure,Park:Rainbow Falls State Park,-123.231,46.629
Leisure,Pier,-123.230,48.428
Leisure,Park:Lake Cushman State Park,-123.223,47.470
Leisure,Pier,-123.209,48.685
Leisure,Park:Beaver Boat Ramp,-123.208,46.108
Leisure,Pier,-123.207,48.817
Leisure,Pier,-123.205,48.796
Leisure,Pier,-123.203,48.807
Leisure,Park:Clatskanie City Park,-123.202,46.105
Leisure,Pier,-123.200,48.795
Leisure,Park:Stuart Island State Park,-123.200,48.676
Leisure,Pier,-123.199,48.788
Leisure,Pier,-123.199,48.794
Leisure,Pier,-123.198,48.793
Leisure,Pier,-123.196,48.793
Leisure,Park:Hawkins Park,-123.195,45.860
Leisure,Park:Dungeness Recreation Area,-123.193,48.136
Leisure,Park:Hoodsport Trail State Park,-123.193,47.416
Leisure,Park:Shay 102 City Park,-123.192,45.858
Leisure,Park:Rogers Park,-123.192,45.800
Leisure,Park:Anderson Park,-123.190,45.856
Leisure,Pier,-123.190,48.809
Leisure,Park:Ora Bolmeier City Park,-123.185,45.859
Leisure,Nature reserve:Winter Cove Marine Park,-123.184,48.807
Leisure,Park:Spencer City Park,-123.179,45.860
Leisure,Park:Vernonia Lake City Park,-123.173,45.857
Leisure,Park:Posey Island State Park,-123.168,48.618
Leisure,Park:Banks-Vernonia State Trail,-123.163,45.665
Leisure,Park:Big Eddy Park,-123.162,45.932
Leisure,Park:San Juan Park,-123.161,48.543
Leisure,Park:Potlatch State Park,-123.160,47.362
Leisure,Park:Killin Wetlands Park,-123.158,45.618
Leisure,Park:Pioneer Park,-123.155,45.898
Leisure,Park:Dungeness National Wildlife Refuge,-123.149,48.166
Leisure,Park:Lime Kiln Point State Park,-123.147,48.516
Leisure,Park:New Dungeness Lighthouse Reservation,-123.135,48.173
Leisure,Park:Sunset Park,-123.117,45.613
Leisure,Park:Black River Habitat Management Area,-123.107,46.845
Leisure,Park:Scaponia Recreation Site,-123.097,45.845
Leisure,Nature reserve:Cabbage Island Marine Park,-123.087,48.798
Leisure,Park:Chandler Nature Park,-123.068,45.955
Leisure,Mooring line,-123.068,48.978
Leisure,Park:Jacobys Shorecrest County Park,-123.062,47.208
Leisure,Park:Mima Mounds Natural Area,-123.051,46.897
Leisure,Park:Camp Wilkerson,-123.051,45.925
Leisure,Park:Jones Island State Park National Wildlife Refuge,-123.046,48.615
Leisure,Park:Grand Mound State Game Reserve,-123.045,46.811
Leisure,Park:Deepwood Estate,-123.031,45.929
Leisure,Park:Sequim Bay State Park,-123.030,48.041
Leisure,Park:Historical Marker Fort Henness Site,-123.021,46.822
Leisure,Beach:South Beach,-123.019,48.461
Leisure,Park:Circle Park,-123.016,48.536
Leisure,Park:Pickett's Monument,-123.015,48.463
Leisure,Park:Roy Morse Park,-123.014,46.167
Leisure,Beach:Jackson Beach,-123.011,48.520
Leisure,Park:Scatter Creek Wildlife Recreation Area,-123.009,46.833
Leisure,Beach:Fourth of July Beach,-123.006,48.470
Leisure,Park:Hudson Country Park,-122.997,46.090
Leisure,Beach:Dibblees Beach,-122.989,46.117
Leisure,Park:Skull Island State Park,-122.986,48.639
Leisure,Park:San Juan Island National Historical Park,-122.985,48.456
Leisure,Park:Alexander Park,-122.983,46.652
Leisure,Park:Fort Borst Park,-122.982,46.719
Leisure,Park:Victim Island State Park,-122.975,48.614
Leisure,Park:Twanoh State Park,-122.974,47.373
Leisure,Park:Riverside Park,-122.973,46.725
Leisure,Park:Turn Island State Park,-122.972,48.533
Leisure,Park:Brick Wagner Park,-122.970,46.716
Leisure,Park:Royal Oaks City Park,-122.965,45.946
Leisure,Park:Stan Hedwall Park,-122.964,46.641
Leisure,Park:John Dobson Park,-122.961,46.664
Leisure,Park:Noble Field,-122.960,46.715
Leisure,Beach:Kimple Beach,-122.957,48.687
Leisure,Park:Recreation Park,-122.957,46.651
Leisure,Park:Highlands Park,-122.957,46.122
Leisure,Park:Henderson Park,-122.953,46.654
Leisure,Park:McFadden Park,-122.953,46.662
Leisure,Park:Lake Sacajawea Park,-122.953,46.135
Leisure,Park:Freeman Island State Park,-122.952,48.699
Leisure,Park:Seminary Hill Natural Area,-122.947,46.710
Leisure,Park:Vandercook Park,-122.944,46.140
Leisure,Park:Shaw County Park,-122.942,48.561
Leisure,Park:Shaw Island County Park,-122.942,48.560
Leisure,Park:R A Long Square,-122.938,46.139
Leisure,Beach:South Beach,-122.938,48.564
Leisure,Beach:Countryside Beach,-122.937,47.111
Leisure,Cinema:Century Olympia,-122.934,47.042
Leisure,Beach:North Beach,-122.928,48.711
Leisure,Park:Mason Hill Park,-122.927,45.642
Leisure,Beach:Red Mill Beach,-122.922,46.087
Leisure,Park:Barnes State Park,-122.921,46.362
Leisure,Park:Sucia Island State Park,-122.913,48.762
Leisure,Park:Millersylvania State Park,-122.911,46.913
Leisure,Park:Pleasant Harbor State Marine Park,-122.908,47.665
Leisure,Park:Dosewallips State Park,-122.907,47.689
Leisure,Beach:Cottonwood Beach,-122.905,46.079
Leisure,Park:Capitol Lake Park,-122.904,47.042
Leisure,Park:Riverside County Park,-122.901,46.192
Leisure,Park:Laurel Beach County Park,-122.900,46.073
Leisure,Park:Highland Park,-122.899,46.150
Leisure,Park:Rock Creek Landing Park,-122.897,45.561
Leisure,Park:Adams Acres Park,-122.896,45.559
Leisure,Beach:Crescent Beach,-122.895,48.695
Leisure,Park:Priest Point Park,-122.895,47.072
Leisure,Park:Squaxin Island State Park (historical),-122.894,47.173
Leisure,Park:Northwest Park,-122.894,45.566
Leisure,Park:Prescott Beach County Park,-122.892,46.060
Leisure,Park:Gordon Faber Recreation Complex,-122.891,45.554
Leisure,Park:Odlin County Park,-122.890,48.558
Leisure,Beach:Terrill Beach,-122.890,48.713
Leisure,Park:Iceberg Island State Marine Park,-122.890,48.429
Leisure,Recreation ground,-122.885,45.758
Leisure,Park:Jarrell Cove State Park,-122.883,47.283
Leisure,Recreation ground,-122.880,47.041
Leisure,Park:Belfair State Park,-122.877,47.430
Leisure,Park:Agate Beach County Park,-122.877,48.429
Leisure,Beach:Goble Beach,-122.875,46.019
Leisure,Park:Northshore Estates Park,-122.874,45.558
Leisure,Picnic spot,-122.874,45.556
Leisure,Picnic spot,-122.874,45.556
Leisure,Playground,-122.872,47.043
Leisure,Recreation ground,-122.872,47.043
Leisure,Park:Bethany Lake Park,-122.872,45.556
Leisure,Picnic spot,-122.871,45.557
Leisure,Beach:Flint Beach,-122.869,48.421
Leisure,Park:Rock Creek School Soccer Field,-122.869,45.558
Leisure,Park:Bucoda Volunteer Park,-122.867,46.796
Leisure,Beach:White Beach,-122.865,48.610
Leisure,Park:Allenbach Acres Park,-122.865,45.557
Leisure,Park:Scappoose R V Park,-122.865,45.778
Leisure,Park:Deerfield Park,-122.863,45.558
Leisure,Park:Deerfield II Park,-122.863,45.562
Leisure,Park:Spencer Spit State Park,-122.862,48.536
Leisure,Beach:Green Bank,-122.862,48.612
Leisure,Park:College Park,-122.860,45.560
Leisure,Beach:Chin-Chin-Tse-Tung,-122.857,48.634
Leisure,Beach:Maple Beach,-122.856,47.645
Leisure,Park:Stadium,-122.855,47.313
Leisure,Park:Serah Lindsay Park,-122.854,45.558
Leisure,Park:George W Otten Park,-122.854,45.551
Leisure,Park:Rock Creek Powerline Trail,-122.853,45.560
Leisure,Park:West Union Estates Park,-122.852,45.556
Leisure,Park:Emerald Estates Park,-122.849,45.561
Leisure,Park:Stoller Farms Park,-122.848,45.552
Leisure,Beach:Scenic Beach,-122.847,47.650
Leisure,Park:Scenic Beach State Park,-122.846,47.650
Leisure,Park:Ben Graf Park,-122.846,45.562
Leisure,Park:Morgan's Run Park,-122.846,45.559
Leisure,Picnic spot,-122.844,45.562
Leisure,Picnic spot,-122.844,45.561
Leisure,Picnic spot,-122.843,45.562
Leisure,Park:Bethany Meadows Park,-122.842,45.560
Leisure,Park:Springville Meadows Park,-122.841,45.562
Leisure,Park:Sauvie Island Boat Ramp,-122.839,45.654
Leisure,Beach:Miami Beach,-122.838,47.652
Leisure,Park:Matia Island State Park,-122.838,48.747
Leisure,Fountain,-122.837,45.554
Leisure,Park:Olga Marine State Park,-122.835,48.620
Leisure,Park:Bethany Crest Park,-122.834,45.558
Leisure,Park:Campbell Park,-122.832,45.859
Leisure,Park:Kaiser Woods Park,-122.831,45.565
Leisure,Park:Matilda Jackson State Park,-122.826,46.548
Leisure,Park:Quarry Pond Park,-122.825,45.560
Leisure,Park:Walnut Tree City Park,-122.823,45.859
Leisure,Park:Jackson Court House State Park,-122.822,46.542
Leisure,Park:Highway 30 Greenway,-122.822,45.858
Leisure,Park:Stretch Point State Park,-122.821,47.328
Leisure,Park:Howell Territorial Park,-122.821,45.642
Leisure,Park:Harvard City Park,-122.819,45.897
Leisure,Park:Seaquest State Park,-122.818,46.298
Leisure,Park:McCormick Park,-122.818,45.850
Leisure,Park:Moran State Park,-122.818,48.656
Leisure,Park:Lewis and Clark State Park,-122.815,46.525
Leisure,Park:Carolyn King Memorial Park,-122.815,45.885
Leisure,Mooring line,-122.815,48.585
Leisure,Park:Jim Bundy Memorial Park,-122.813,45.885
Leisure,Park:Heinie Heumann Park,-122.811,45.856
Leisure,Park:J J Collins Memorial Park,-122.811,45.768
Leisure,Park:Multnomah Channel County Park,-122.811,45.625
Leisure,Beach:Joemma Beach,-122.809,47.225
Leisure,Park:Civic Pride Park,-122.809,45.861
Leisure,Beach:Driftwood Beach,-122.808,48.587
Leisure,Park:NE Neighborhood Park,-122.808,45.555
Leisure,Park:Ruth Rose Richardson Park,-122.808,45.890
Leisure,Park:Little League Park,-122.807,45.868
Leisure,Park:Datis City Park,-122.806,45.891
Leisure,Park:Pixie Park,-122.806,45.890
Leisure,Park:Columbia Botanical Gardens,-122.805,45.874
Leisure,Park:Sauvie Island Game Management Area,-122.803,45.721
Leisure,Park:Godfrey Park,-122.802,45.869
Leisure,Park:Anderson Lake State Park,-122.800,48.019
Leisure,Park:Gilbert River Boat Ramp,-122.800,45.791
Leisure,Park:Knighton Square,-122.800,45.862
Leisure,Park:Dalton City Park,-122.800,45.869
Leisure,Beach:Lyons Beach,-122.797,45.833
Leisure,Park:Dot Rock State Park,-122.796,48.495
Leisure,Park:Riverfront Park,-122.795,45.861
Leisure,Park:Sand Island Marine Park,-122.793,45.869
Leisure,Park:Kingsley City Park,-122.790,45.605
Leisure,Park:Old Fort Townsend State Park,-122.789,48.073
Leisure,Park:Doe Island Marine State Park,-122.787,48.633
Leisure,Park:Smith and Bybee Lakes Wildlife Area,-122.778,45.617
Leisure,Park:Tolmie State Park,-122.778,47.118
Leisure,Mooring line:Port Townsend Boat Haven,-122.775,48.107
Leisure,Park:James Island State Park,-122.775,48.513
Leisure,Park:Belle Vue Point Park,-122.769,45.657
Leisure,Park:Tolmie Underwater State Park,-122.768,47.123
Leisure,Beach:West Beach,-122.768,48.231
Leisure,Park:Birch Bay State Park,-122.765,48.903
Leisure,Park:Clark Island State Park,-122.764,48.701
Leisure,Park:Sather Park,-122.764,48.123
Leisure,Park:Chimney City Park,-122.760,45.607
Leisure,Park:Ridgefield National Wildlife Refuge,-122.758,45.809
Leisure,Park:Chetzemoka Park,-122.755,48.122
Leisure,Park:Pier City Park,-122.755,45.603
